"Baths","Beds","Area","Fireplaces","Sale_Price","Garage_Cars","Year_Built"
3,3,1725,1,197000,2,1979
2,2,1353,1,192350,2,1979
3,4,1620,0,152000,2,1969
2,2,1220,1,170000,2,1971
2,3,1484,1,175000,2,1971
3,3,1743,1,175000,2,1968
3,3,1935,1,197900,2,1976
2,3,1324,1,174000,2,1976
3,4,1877,1,178900,2,1974
1,3,1109,0,139000,1,1971
2,3,981,0,143250,2,1971
2,4,1479,0,184000,2,1972
1,3,1422,0,155000,2,1970
1,3,914,0,133000,1,1970
1,3,950,0,119500,1,1971
1,3,872,0,123000,4,1971
1,2,858,0,110000,1,1971
1,2,914,0,128000,1,1961
1,3,864,0,120500,2,1971
1,1,767,0,133000,1,1998
2,2,1337,1,155000,2,2001
2,2,1337,1,177000,2,1997
2,3,1092,0,113500,1,1973
2,3,1218,0,113000,1,1973
2,4,1218,0,113700,1,1973
3,3,1302,0,106000,2,1970
2,2,1365,0,122500,2,1971
2,2,958,1,128000,2,1976
3,3,1548,1,155000,2,1976
2,2,1055,0,142500,1,1978
1,3,988,0,129250,1,1966
2,3,1816,1,356000,3,2006
2,3,1828,1,314813,3,2007
2,3,1694,0,318000,3,2007
2,3,1694,1,322400,3,2006
2,3,1734,1,318000,3,2007
3,2,2122,1,345474,3,2007
3,3,2121,1,415298,3,2006
3,3,2656,1,492000,3,2007
3,4,2550,1,338931,3,2006
3,2,2046,2,450000,3,2005
3,3,2172,1,280000,3,2006
2,3,2552,2,479069,3,2007
2,3,1973,1,395000,3,2006
3,3,2643,1,380000,3,2006
2,3,1634,1,250000,3,2006
2,2,1976,1,440000,3,2006
3,4,2758,1,418000,3,2005
3,2,2290,1,500067,3,2007
3,3,2152,1,260116,2,2007
3,4,2473,1,317000,3,2004
3,3,2100,2,319500,3,2007
2,3,2161,1,325624,3,2007
3,3,1802,1,372000,3,2006
3,5,2956,1,342000,3,2004
3,4,2468,1,354000,3,2004
3,3,2385,1,350000,3,2003
3,4,2374,1,285000,3,2003
3,3,1818,1,281500,3,2007
2,3,1614,0,245700,3,2005
2,3,1721,0,232698,2,2005
3,3,1828,0,250000,3,2006
2,2,1362,1,194700,2,2005
2,1,1302,1,204000,2,2005
2,1,1302,1,200000,2,2005
2,2,1362,1,207000,2,2005
2,2,1554,1,209500,2,2006
2,2,1554,1,209500,2,2006
2,2,1370,1,202500,2,2006
2,2,1577,1,280000,2,2005
2,2,1561,1,277500,2,2005
2,2,1869,1,318061,2,2007
2,2,1324,1,221370,2,2006
2,2,1405,1,200000,2,2003
3,3,1496,0,181755,2,2007
3,3,1536,1,176000,2,2005
3,3,1484,1,178900,2,2005
2,3,1458,0,168165,2,2006
3,3,1495,1,171925,2,2006
3,3,1746,1,198444,3,2006
2,3,1326,0,203000,2,2005
3,3,1456,1,179540,2,2007
2,3,1302,0,176485,2,2007
2,3,1340,0,181134,2,2007
3,3,1412,1,156932,2,2006
3,3,1504,0,166000,2,2007
3,3,1456,0,177594,2,2007
2,3,1258,0,173500,2,2007
2,2,1258,1,172500,3,2006
2,2,1402,1,194201,3,2006
2,2,1589,1,226500,3,2003
2,2,1266,1,185485,2,2007
2,3,1530,1,259000,3,2004
2,2,1119,0,188500,2,2004
3,3,1374,1,175000,2,2004
3,4,1959,1,215000,2,2004
3,3,1525,1,206580,2,2006
3,3,1720,1,183500,2,2004
3,3,1394,1,165500,2,2003
3,4,1948,1,211000,2,2003
3,3,1690,1,181000,2,2000
3,4,1995,1,219500,2,2002
3,3,1647,1,175000,2,1999
3,3,1430,1,170000,2,2000
3,3,1320,0,162000,2,2003
3,3,1690,1,187000,2,2000
3,3,1644,1,185000,2,1999
4,4,4476,2,745000,3,1996
3,4,2551,2,384500,3,1997
3,4,2285,1,248000,3,2000
3,2,2633,2,466500,3,2001
3,4,3078,1,410000,3,1998
3,4,2582,1,322500,3,1998
3,4,2385,1,252000,3,1998
4,4,4316,2,755000,3,1994
3,3,2013,1,269790,2,1996
3,3,2398,1,315750,3,1996
3,4,2520,1,290000,3,1995
3,4,2531,1,290000,3,1995
3,4,3228,1,430000,2,1992
3,4,2202,1,263000,2,1992
3,4,2538,1,330000,3,1996
2,3,1369,0,213133,2,2007
2,3,1542,1,260261,3,2007
2,3,1905,1,320000,3,2006
2,3,1464,0,282922,3,2007
2,3,1534,1,215000,2,2006
2,1,1966,1,419005,3,2007
2,3,1636,1,255000,3,2006
2,2,1795,1,147000,3,2006
5,3,1528,1,235876,2,2007
2,3,1726,1,311872,3,2007
2,3,1689,0,248328,3,2007
2,3,1588,1,227000,3,2006
2,3,1538,0,260000,2,2005
2,3,1496,0,225000,2,2007
2,3,1506,1,249000,2,2005
2,3,1694,1,307000,2,2004
3,3,1977,0,250000,3,2006
3,3,1830,0,221300,3,2006
2,3,1338,0,208900,2,2007
2,3,1335,0,210400,2,2006
3,3,1792,0,255000,2,2007
3,3,1588,0,212109,2,2007
3,3,1959,1,270000,3,2006
3,4,2610,1,303477,2,2007
3,3,1880,1,310013,3,2007
2,3,1656,0,249700,3,2006
3,3,1761,0,227875,2,2007
2,2,1584,1,261329,2,2007
2,2,1685,1,253000,3,2006
3,4,2443,1,265000,3,2004
3,4,2466,1,340000,2,2004
2,3,1100,0,146000,0,2006
2,3,1143,0,147000,0,2006
1,3,1094,0,149000,2,2003
2,3,1486,0,181000,2,2006
3,3,1721,0,201000,2,1994
3,3,1820,0,191750,2,1993
2,3,1349,0,179000,2,2000
2,3,1494,1,215000,2,1998
2,2,1575,0,179200,2,1992
2,2,1266,2,128000,1,1980
1,2,884,0,144000,2,1983
2,4,2020,2,144000,2,1977
1,2,894,0,120750,1,1977
1,2,970,0,132500,2,1963
1,3,1057,0,132000,2,1962
1,3,999,0,132500,1,1962
2,3,1120,0,129000,2,1961
2,3,1696,1,143900,1,1962
2,3,1040,0,145000,2,1968
1,3,988,0,128500,2,1961
1,3,902,0,125500,1,1967
3,3,2503,1,300000,2,1990
3,3,2167,2,294000,2,1974
1,2,1037,0,129000,2,1974
2,3,1701,2,171000,2,1975
1,2,1055,1,147000,2,1973
3,4,2810,1,302000,2,1990
3,4,2872,1,285000,2,1992
2,2,1378,1,214000,2,2004
2,2,1151,0,166000,2,2006
2,2,1565,0,193800,2,2006
2,2,1352,1,208900,2,2006
2,2,1352,1,194000,2,2006
3,2,1550,0,207500,2,2006
2,1,1241,0,199900,2,2006
3,2,1250,0,164700,2,2006
3,3,1501,1,176500,2,1999
3,2,1458,1,176000,2,1999
3,2,1512,1,168500,2,2000
3,3,1573,0,177000,2,2000
3,3,1525,1,177000,2,2000
3,2,1102,0,148800,2,2004
3,2,1441,0,174000,2,1999
3,3,1950,1,239000,2,1997
2,3,1358,0,204000,2,1999
3,3,2048,2,301000,2,2003
3,3,2362,2,312500,2,1998
2,1,1494,1,279700,2,1994
3,3,2362,1,255000,2,1980
2,2,1432,1,194000,2,1978
2,3,1437,1,218000,2,1976
1,1,1295,2,213750,2,1978
3,3,1855,1,187000,2,1976
2,3,1262,1,181500,2,1976
2,2,2497,2,373000,2,1981
4,4,2620,1,190000,2,1977
3,3,1929,1,226000,2,2001
2,3,1152,0,143450,2,1968
3,4,2411,1,240050,2,1970
1,3,1082,0,162500,2,1969
2,3,1295,0,164000,2,1968
2,3,1610,1,185000,2,1972
2,2,1594,1,188500,2,1993
3,3,2075,1,255000,2,1993
2,4,1680,0,136905,2,1976
2,3,1093,1,158500,2,1966
2,3,1242,1,175500,2,1973
1,3,1052,0,127000,1,1963
1,3,1107,0,127000,1,1967
2,3,1214,1,143000,1,1967
2,3,1073,0,156000,2,1965
1,2,1344,1,144000,1,1958
2,6,1728,0,119000,1,1964
2,2,1224,0,103000,3,1964
1,3,1422,1,139900,1,1960
1,2,958,0,151500,1,1960
2,3,1065,0,126500,2,1960
1,3,1138,0,145000,1,1958
1,2,912,0,120000,1,1958
1,2,1074,1,124000,2,1956
1,3,882,0,106500,1,1959
1,2,1187,1,140500,2,1961
1,3,964,1,137500,2,1961
1,3,894,0,117600,1,1960
2,3,1200,1,163500,2,1966
2,3,1042,0,161000,2,1965
2,3,1302,0,158000,1,1964
3,5,2154,1,224500,2,1964
1,3,1374,1,147000,1,1964
2,3,1652,1,200000,2,1959
1,3,1429,2,181900,2,1960
1,3,1327,0,150750,2,1959
2,2,1224,0,101800,2,1962
1,2,932,1,124000,1,1950
1,2,908,0,138500,2,1940
1,1,334,0,39300,0,1946
1,2,666,0,64500,0,1946
1,2,670,0,64000,0,1945
1,2,808,0,112000,1,1958
2,4,1977,1,165000,2,1964
1,2,1150,0,144000,1,1955
2,4,1920,0,137000,2,1948
1,3,1376,1,105000,1,1941
2,3,1644,2,146500,1,1942
2,4,1560,0,126000,3,1968
2,3,1280,1,175000,2,1966
1,3,1254,1,158500,2,1961
1,2,912,0,114500,1,1958
2,3,1524,0,144000,1,1958
3,3,2380,1,129000,2,1965
1,2,936,0,141000,1,1957
1,3,1008,0,131000,1,1956
1,3,1053,0,142100,2,1963
1,3,1056,0,139000,1,1958
2,4,1442,0,157900,1,1958
1,3,1056,0,139400,1,1954
2,3,1244,2,150000,1,1957
1,3,1144,1,120000,1,1960
1,4,1721,3,174850,2,1957
1,2,922,0,116000,1,1957
1,3,1048,0,135000,1,1956
2,3,1657,1,163500,2,1970
1,3,1411,1,130000,1,1955
1,3,1216,0,129500,1,1955
2,3,1154,0,142000,1,1953
2,4,1560,0,128600,2,1958
1,2,948,0,125000,2,1952
1,3,1040,0,136000,1,1953
1,2,1008,0,134500,1,1953
1,3,925,0,127000,1,1956
1,3,1360,1,130000,2,1955
1,4,1540,0,115000,1,1955
1,3,925,2,116900,1,1955
1,2,928,0,132000,1,1956
1,3,1647,1,153000,1,1953
1,2,924,0,112500,1,1952
2,3,1544,0,138000,0,1890
1,2,893,0,135000,2,1949
1,3,1728,1,156000,1,1953
4,4,3086,0,301600,3,1935
1,2,1034,0,109000,1,1940
1,1,882,0,103200,0,1956
2,1,1281,0,128500,2,1925
2,4,968,0,64500,1,1927
2,3,1534,0,148000,0,1895
1,2,691,0,86000,1,1920
2,4,1651,2,172000,1,1963
1,3,888,0,120000,1,1961
1,3,952,0,128500,1,1968
3,5,2080,2,135000,2,1969
1,3,924,1,122900,2,1949
1,2,1082,1,119200,1,1948
2,3,1846,1,143000,1,1949
1,3,988,0,119000,1,1950
2,3,1238,1,102000,1,1950
1,3,864,0,129000,2,1950
1,2,1134,0,135000,1,1960
1,3,1040,0,152000,1,1959
1,3,1170,1,140000,1,1958
2,3,1242,0,152000,1,1960
1,3,1377,2,156500,1,1960
2,6,1800,0,141000,0,1961
1,3,925,0,99000,1,1961
3,3,1851,1,187000,2,1964
2,4,1812,1,169500,1,1962
1,2,864,0,125500,1,1962
1,3,936,1,130000,1,1962
1,2,960,0,103000,2,1926
2,2,1432,0,132000,2,1910
1,3,1296,0,127500,2,1927
1,2,1022,1,89500,1,1922
1,2,936,0,140000,2,1980
1,2,967,1,99900,1,1920
1,2,1047,0,100000,1,1885
1,2,1072,2,130000,2,1940
1,2,1174,1,135000,2,1900
2,2,1183,0,120000,1,1948
1,2,1131,0,89471,2,1937
1,3,1141,0,85000,1,1900
1,2,960,0,108500,1,1920
3,4,1798,0,137000,2,1900
1,2,866,0,110500,0,1945
1,2,968,0,100000,2,1923
3,3,1772,0,184900,2,1910
2,4,1642,1,145000,1,1927
1,3,1472,0,125000,1,1925
1,3,1232,0,114000,2,1910
2,5,2337,0,90000,2,1900
2,3,1650,0,144100,2,1910
2,5,2210,0,117500,1,1880
2,3,1358,1,124500,1,1930
2,3,2454,1,185000,2,1879
2,4,2291,1,133900,2,1910
2,3,1616,0,152000,1,1926
1,2,1559,0,153500,2,1948
2,3,2554,0,159500,2,1890
1,2,1248,0,87000,1,1930
1,2,968,0,104500,1,1956
2,1,1382,1,110000,1,1949
1,1,1060,1,136500,1,1925
1,3,1435,0,128250,1,1950
1,3,1167,1,144000,2,1920
2,3,1635,1,210000,2,1923
2,3,1274,0,135000,1,1939
2,3,1232,2,128000,1,1939
1,3,1218,1,131000,2,1941
1,2,884,0,113000,1,1939
2,3,1409,1,126000,2,1938
1,4,1322,0,132000,1,1939
1,3,1426,1,131750,1,1930
1,2,1281,0,132500,2,1926
2,4,1513,0,137500,1,1920
1,2,854,0,132000,2,1929
1,3,1367,1,127500,1,1931
1,2,986,1,102000,1,1926
3,4,2264,0,200000,1,1918
1,3,1824,1,180500,2,1919
1,3,1376,0,165000,2,1920
1,4,1316,0,90000,2,1926
1,3,1396,0,153575,1,1915
2,3,1344,1,140000,2,1929
2,5,2526,1,136000,1,1916
2,3,1173,0,113000,1,1901
1,2,1214,0,117000,1,1901
2,4,1818,2,169500,1,1931
1,3,1108,1,139400,1,1930
3,5,2294,1,202500,2,1963
2,3,1355,0,127000,0,1914
2,3,1375,1,141000,1,1937
2,4,1952,2,212300,1,1950
2,3,2180,1,161000,2,1915
2,3,1315,0,99500,2,1958
1,3,1111,0,101000,1,1920
1,2,1196,0,109900,2,1916
2,2,1382,0,128500,2,1941
2,4,1889,1,122000,1,1910
1,3,840,1,87000,0,1930
2,3,1484,0,50000,1,1910
2,3,2267,2,219000,2,1937
3,3,3086,1,200500,0,1946
2,3,1134,0,126000,1,1940
1,2,1282,0,108500,1,1942
1,3,999,0,130000,1,1963
1,2,1452,1,158450,2,1964
1,3,1005,0,115400,2,1964
1,3,1029,0,118500,1,1961
2,3,1020,1,165000,2,1964
1,3,1040,0,123000,1,1966
1,3,913,0,129000,1,1966
1,3,894,0,125000,1,1966
1,3,948,0,108000,1,1968
1,2,868,0,119900,2,1971
1,3,897,0,115000,1,1968
1,2,943,0,134500,2,1967
1,3,955,0,127000,1,1966
1,3,894,1,129000,2,1968
2,3,1285,1,143500,2,1977
1,3,912,0,129000,1,1966
1,3,1375,1,187000,1,1956
3,4,2654,1,158000,2,1920
2,3,1416,0,112000,2,1918
2,2,1302,2,165250,1,1940
1,3,1299,1,150000,2,1954
1,3,1176,2,137000,1,1958
1,3,998,0,89500,2,1945
2,2,1824,2,302000,2,1971
2,3,1522,1,182000,2,1984
3,4,2060,1,211000,2,1988
2,3,1325,1,216000,2,1948
2,3,1630,1,130000,2,1953
1,2,1242,0,109900,1,1946
3,4,2422,2,255000,2,1954
2,4,2158,1,243000,2,1950
2,3,1626,0,154000,1,1954
1,3,864,0,118000,1,1958
1,3,943,0,80000,1,1958
2,4,1440,0,150000,0,1977
1,2,605,0,86000,0,1920
2,2,1038,0,130000,1,1984
1,4,1342,0,125000,1,1951
1,4,1480,1,136500,1,1951
2,4,1362,0,96000,1,1920
1,3,1340,1,120000,1,1957
2,4,1822,1,228500,2,1984
2,3,1442,1,179900,2,1990
3,4,2243,1,225000,3,1990
3,4,2730,1,301000,2,1986
3,4,2127,1,238000,3,1991
3,3,1982,1,228500,2,1989
3,3,1958,1,220000,2,1994
3,4,2696,1,383970,3,2007
3,4,2828,1,424870,3,2006
2,3,1651,1,250000,3,2007
3,3,2140,0,360000,3,2006
2,3,1494,1,279500,3,2006
2,3,1316,1,200141,2,2007
2,3,1651,1,246500,3,2007
3,3,2574,1,276000,3,2007
2,3,1274,0,203000,2,2005
3,3,1456,1,155835,2,2006
2,2,1240,0,194000,3,2006
2,2,1208,0,195400,2,2007
2,3,1546,0,217000,3,2005
2,3,1500,1,212999,2,2006
2,2,1270,0,175900,2,2005
3,3,1795,0,191000,2,2005
2,3,1314,1,176432,2,2006
3,3,2062,1,277000,2,1988
3,3,1873,1,207000,2,1988
2,4,2144,2,277000,2,1958
3,3,1953,2,240000,2,1992
3,5,2087,0,187500,2,1966
1,0,1743,2,279000,2,1976
1,3,1022,0,139500,2,1994
1,3,990,0,126000,1,1994
2,3,1200,0,177500,2,1995
3,3,1308,0,175000,2,1997
3,3,1796,0,211000,2,1998
1,3,990,0,146000,1,1994
2,3,1097,0,147900,1,1996
1,3,990,0,123600,0,1994
3,3,1786,0,204750,2,1997
3,3,1873,1,235500,2,1999
3,3,1753,1,217000,2,1998
3,3,1690,0,190550,2,2001
3,3,1842,1,217500,2,2000
2,3,1479,0,226000,2,2003
3,3,1668,0,180000,2,2003
1,3,894,0,131000,2,1974
2,3,1025,1,153500,2,1976
2,3,1009,1,160000,2,1977
2,3,1040,0,134900,2,1977
1,3,907,0,130000,1,1977
1,3,879,0,120000,2,1975
1,3,882,0,112500,2,1972
2,3,969,0,122000,2,1975
1,3,864,0,127000,2,1972
1,3,875,0,117000,2,1972
2,3,2000,0,305900,3,2004
3,3,2169,1,228500,2,2002
2,3,1673,1,270000,2,2000
2,3,1459,1,192000,2,2002
3,3,1932,1,213000,2,2003
3,3,1729,0,200000,2,2002
3,4,2452,1,267000,2,1998
2,3,1592,1,228000,2,1994
3,4,2439,1,275000,2,2001
3,3,1992,2,211000,2,1996
2,3,1668,1,285000,3,2002
3,3,2090,1,240000,2,1995
1,1,848,0,131500,2,2003
2,1,1341,1,246900,2,1999
3,4,1928,1,219500,2,2003
2,3,1337,0,185000,2,2003
3,3,1476,0,179400,2,2007
3,3,1797,0,213500,2,2006
2,3,1422,0,179600,2,2004
2,2,1190,0,173500,2,2005
2,3,1330,1,167840,2,2006
3,3,1491,1,168675,2,2006
3,3,1536,0,167000,2,2005
1,2,1214,0,140000,2,1965
1,2,936,1,118500,1,1967
1,2,1088,0,110000,2,1963
1,3,960,0,94750,1,1965
1,3,1351,1,122000,2,1925
1,2,1179,0,110000,2,1960
1,3,816,0,118500,0,1990
1,3,1044,1,133500,2,1976
2,3,1113,1,148000,1,1976
3,5,2233,0,141000,2,1979
2,2,1125,0,155000,2,2006
2,2,1090,0,157000,2,2005
3,3,1408,0,171500,2,2005
3,2,5095,2,183850,3,2008
4,3,4676,1,184750,3,2007
1,2,1072,0,140000,2,2005
1,2,960,0,131750,1,1959
2,2,1152,0,61500,0,1955
1,3,948,0,111000,1,1954
2,4,1195,0,98500,0,1946
1,3,774,0,79000,0,1931
1,2,865,1,108500,1,1920
1,3,894,0,110000,2,1954
2,2,1346,0,112000,1,1910
1,2,768,1,125000,1,1955
1,3,864,0,79275,2,1955
1,3,948,1,119000,1,1954
2,8,3395,0,200000,0,1914
2,6,2592,0,150000,0,1923
2,3,1502,2,165000,1,1923
1,2,789,0,96500,1,1926
1,3,1422,0,136500,1,1926
2,2,1298,1,146500,1,1921
2,3,1768,2,175000,1,1937
1,2,1098,1,148500,1,1930
1,3,1436,1,141500,1,1921
2,3,1426,1,189950,1,1918
1,3,1461,1,135000,1,1926
2,4,1646,2,164000,1,1941
1,2,694,1,90350,1,1913
2,3,1250,1,139000,2,1910
1,2,954,1,119750,1,1938
2,4,1958,0,145000,2,1946
2,4,2002,0,145000,3,1949
3,4,1718,1,238000,2,1927
2,2,1226,1,153500,2,1951
3,4,2624,1,239000,3,1918
3,4,3194,2,359100,2,1934
2,4,1755,1,188000,1,1930
2,3,1991,1,220000,2,1932
2,3,1355,0,140000,2,1941
3,3,2727,2,315000,2,1932
3,3,2320,1,259500,1,1945
2,3,1839,2,257500,2,1957
2,3,1740,2,219500,1,1940
2,3,2259,2,217000,2,1953
2,3,1560,3,201000,2,1960
2,3,1488,2,215000,2,1968
1,2,1045,1,123900,2,1980
2,4,1680,0,170000,2,1995
1,1,1020,0,200000,2,1988
2,3,1696,2,198000,2,1971
3,4,2515,2,200624,2,1957
3,2,2726,1,315000,2,1986
2,3,1517,0,115000,0,1919
1,3,1215,0,141000,2,1940
1,2,803,0,87000,2,1941
2,3,1601,0,129850,0,1925
1,3,1123,0,100000,1,1939
2,3,1828,0,150909,0,1923
1,2,816,0,75200,1,1922
1,2,1012,1,118400,1,1920
1,2,1077,0,67000,1,1920
2,4,1558,0,152000,1,1950
1,1,845,0,68104,1,1939
2,4,1991,0,119600,0,1895
1,3,1073,0,140000,2,1957
1,2,1001,0,124900,1,1930
2,2,1625,1,375000,2,2006
2,2,1625,1,235000,2,2006
2,2,1299,1,183500,2,1979
1,2,912,1,156000,2,1978
2,3,1080,0,134000,2,1983
2,3,1392,1,215000,3,2002
2,1,1409,1,245000,2,2002
2,3,1478,1,210000,2,1991
1,3,918,0,148000,1,1975
1,2,1026,1,143000,2,1974
2,2,1501,2,244000,2,1987
2,1,1502,1,330000,1,1998
2,2,1328,2,170000,1,1959
3,4,2279,1,257000,2,1958
2,3,1689,0,231713,2,2006
2,2,1564,1,267300,2,2006
2,2,1484,1,265900,2,2006
2,3,1571,1,239000,3,2007
2,3,1646,1,248900,3,2006
2,3,1240,0,174000,2,1985
3,3,1717,1,187500,2,1990
3,3,1756,0,204000,2,1996
2,2,1312,0,180500,2,2001
2,3,1146,1,187500,2,2003
2,2,1922,1,282000,3,2002
2,3,1491,1,178000,2,1996
2,3,1629,1,270000,3,2002
4,5,2486,1,279900,2,2003
2,3,1572,2,186700,3,1963
2,3,1776,1,283463,3,2006
2,3,1824,1,392000,3,2006
3,4,2482,1,281213,3,2005
1,3,1120,0,147000,0,2007
1,2,2034,0,130000,4,1953
1,0,936,0,140000,2,1996
1,3,1040,0,132250,2,1963
2,4,1632,0,143000,2,1967
1,3,1622,1,168000,4,1961
1,3,1060,1,129900,2,1976
2,3,1142,1,134000,2,1976
2,3,1092,0,85500,1,1972
1,2,992,0,106500,1,1970
2,3,1092,0,93900,0,1970
2,3,1092,0,75000,1,1970
1,1,630,0,84500,0,1970
2,3,1092,0,75190,1,1976
1,3,1062,2,146800,2,1976
1,1,1008,1,153500,2,1977
2,3,1356,1,188000,2,1977
2,3,1676,2,196000,2,1977
2,3,1432,1,157000,2,1977
1,2,796,0,138000,0,1971
1,2,768,0,129500,2,1970
1,3,1608,0,80000,1,1961
1,2,845,0,129500,2,1982
2,3,1178,0,135000,2,1976
1,2,816,0,124500,1,1982
1,2,816,0,139000,1,1983
1,3,974,0,93500,0,1991
1,3,887,0,124500,1,1984
2,2,1293,0,149900,2,1954
1,2,1024,2,157500,1,1956
2,3,1797,1,169000,3,1957
2,1,1390,2,252000,2,1957
2,3,1851,1,192100,2,1969
3,3,1525,1,183500,2,1997
3,4,2236,1,222000,2,1997
3,3,1671,1,170000,2,1995
3,3,1498,1,187500,2,1995
3,3,1776,1,202000,2,1996
3,3,1511,1,185000,2,1997
3,4,2462,1,320000,2,2005
2,3,1670,1,240000,3,2006
3,4,2064,1,250000,2,2005
3,3,1801,1,239900,3,2005
3,3,2212,1,309000,3,2005
3,3,2021,1,274725,2,2006
3,4,2687,0,270000,2,1994
2,3,1169,1,183500,2,1993
3,3,1501,1,165600,2,1993
3,3,1632,1,176500,2,1998
2,2,1204,0,130000,2,1987
2,2,1767,1,239000,2,1987
2,2,1742,1,275000,2,1985
4,3,2798,1,457347,3,2005
4,5,3390,1,545224,3,2006
3,4,2473,1,356383,3,2006
4,4,2868,1,556581,3,2005
3,4,2576,1,361919,3,2006
3,4,2698,1,535000,3,2006
4,4,2795,1,401179,3,2005
4,3,2945,1,438780,3,2006
2,2,2320,1,169000,2,1948
1,3,1056,0,145000,2,1955
2,2,1714,1,318000,2,2005
2,3,1826,1,319000,3,2005
3,3,2000,2,470000,3,2005
2,3,1621,0,202500,2,1984
3,4,2183,0,229000,3,1988
3,3,2263,1,235000,2,1977
3,3,1574,1,190000,2,1976
1,2,1102,1,169000,2,1980
2,3,1872,1,241500,2,1988
3,4,1857,1,188900,2,1978
2,3,1686,1,207500,2,1980
4,5,2784,2,250000,2,1978
3,3,1552,1,179900,2,1975
1,2,1083,1,172000,2,1976
3,3,2318,1,294323,2,2005
3,3,1875,1,184500,2,1975
2,3,1074,0,153500,2,1975
3,4,1664,1,162900,2,1976
2,3,1309,1,181000,2,1974
2,3,1103,0,155000,2,1974
1,3,1096,0,138800,1,1969
1,3,864,0,116050,1,1970
1,3,858,0,88000,0,1971
1,3,874,0,97500,2,1971
2,2,1419,0,190000,2,2002
2,3,1092,0,105500,2,1973
2,3,1365,1,125500,2,1973
2,2,987,0,83000,1,1973
2,3,1030,0,116000,1,1972
2,3,1218,0,91500,0,1971
2,3,1218,0,118000,1,1972
2,2,948,0,89000,1,1972
2,3,1092,0,108000,1,1972
2,2,987,1,94500,1,1972
2,2,1069,1,146300,2,1975
1,3,1387,1,145000,1,1967
1,3,900,1,123000,1,1967
2,2,1055,0,137500,1,1976
3,3,1456,1,144000,2,1976
2,3,1980,1,315000,3,2004
3,4,2589,1,412083,3,2006
4,4,2596,0,342643,3,2006
2,2,1618,1,252000,3,2004
3,2,2076,1,465000,3,2006
2,4,1740,0,293000,3,2006
2,2,1868,1,415000,3,2005
2,3,1850,1,326000,3,2004
4,4,2376,1,325300,3,2005
4,4,2452,1,309000,3,2004
3,4,2206,1,300000,3,2005
3,3,2098,1,275500,3,2005
3,3,2091,1,338500,2,2005
3,4,2324,2,345000,3,2005
3,3,2253,1,344133,2,2005
3,4,2389,1,298236,3,2006
3,4,2358,1,329900,3,2005
2,3,1944,3,360000,3,2003
3,3,1970,1,281000,3,2006
2,2,1792,1,372397,3,2005
2,2,1780,1,378000,3,2004
2,2,1792,1,374000,3,2003
3,4,2728,2,437154,3,2005
3,3,1904,1,275000,2,2005
3,3,1914,1,279000,3,2004
2,2,1364,1,185850,2,2005
2,2,1565,1,282500,2,2005
2,2,1368,1,202500,2,2005
2,2,1368,1,202665,2,2005
2,1,1686,1,332200,3,2006
2,2,1666,1,310090,2,2006
2,2,1405,1,171750,2,2003
2,3,1316,1,169990,2,2005
3,3,1456,1,170440,2,2005
3,3,1492,0,169985,2,2006
3,3,1496,1,179665,2,2006
3,4,1863,1,219210,3,2006
2,3,1326,0,174190,2,2006
3,3,1456,0,172785,2,2006
3,4,2373,1,258000,3,2004
3,3,1492,0,185101,2,2006
2,2,1364,1,210250,2,2006
2,2,1557,1,234000,2,2003
2,2,1456,1,215000,2,2003
2,2,1511,1,246990,2,2002
2,2,1414,1,178740,2,2004
2,2,1548,1,225000,2,2004
2,2,1248,0,167240,2,2005
2,2,1142,0,156820,2,2005
2,2,1506,1,213490,2,2005
2,1,1567,1,264561,3,2006
2,2,1500,1,246578,3,2006
3,4,1838,1,192140,2,2005
3,3,1509,1,183200,2,2002
3,3,1414,1,178000,2,2004
3,3,1598,1,201490,2,2004
3,3,1936,1,230500,2,2000
3,3,1509,1,180000,2,2003
3,3,1664,1,172400,2,2000
3,3,1889,1,215000,2,2000
3,4,1886,1,199900,2,1998
3,3,1671,1,173000,2,2000
4,4,2322,0,287602,3,2006
3,4,2291,1,230000,2,1999
3,3,2392,1,348000,3,1997
3,3,1976,1,286000,3,1998
3,3,2234,1,300000,3,2000
4,4,3627,1,625000,3,1995
3,4,2855,1,405000,3,2000
3,3,1924,1,280000,2,1998
3,4,2263,1,258000,2,1998
3,4,2726,1,350000,3,1995
4,4,3500,1,584500,3,1993
3,4,2494,1,321000,3,1994
3,4,2526,1,290000,3,1994
3,3,2799,1,315000,3,1993
3,3,1964,1,252000,2,2005
3,2,1670,1,336820,3,2006
2,1,2097,1,423000,3,2005
2,3,1660,1,290000,2,2006
2,3,1616,0,232000,3,2005
2,3,1504,0,199000,2,2006
2,2,1278,0,198600,2,2006
4,3,2640,1,405749,3,2006
2,3,1489,1,232600,2,2006
3,3,1939,1,266000,3,2006
3,3,1553,0,186500,2,2005
3,3,1716,0,200825,2,2005
3,3,1576,0,197000,2,2006
2,2,1262,0,185000,2,2006
2,3,1266,1,176000,2,2005
2,2,1301,1,187750,2,2006
2,3,1142,0,139500,0,2005
2,3,1400,0,186800,2,2005
2,3,1131,0,132000,0,2005
2,3,1141,0,142500,2,2005
2,3,1158,0,158000,2,2004
3,3,1686,0,184000,2,2005
3,3,1585,0,184900,2,2005
3,3,1837,0,187000,2,1997
3,3,1603,0,175900,2,1992
3,3,1731,0,248500,2,1992
2,2,1398,0,172000,2,1990
